domain_siblings,BitDefender domain info,undetected_downloaded_samples,detected_downloaded_samples,response_code,verbose_msg,Websense ThreatSeeker category,resource,resolutions,subdomains,Opera domain info,detected_urls,categories
[],67,7,9,1,Domain found in dataset,phishing and other frauds,ihaveaproblem.info,2,[u'www.ihaveaproblem.info'],66,41,[u'phishing and other frauds']
